Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
Blue Paddle,1975,0.048,33,83,Czech Pilsener,12,New Belgium Brewing Company,Fort Collins, CO
California Route,1737,0.055,10,83,American Amber / Red Lager,12,New Belgium Brewing Company,Fort Collins, CO
Snapshot,1707,0.052,13,83,American Pale Wheat Ale,16,New Belgium Brewing Company,Fort Collins, CO
Sunshine Wheat Beer,1690,0.048,14,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Shift (1),952,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Shift,578,0.05,29,83,American Pale Lager,16,New Belgium Brewing Company,Fort Collins, CO
Ranger IPA,564,0.065,70,83,American IPA,16,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO
Ranger IPA (Current),115,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Sunshine Wheat Beer (2009),72,0.048,12,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Weiss Trash Culture,1417,0.034,6,411,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT
Sea Hag IPA,885,0.062,65,411,American IPA,12,New England Brewing Company,Woodbridge, CT
Elm City Pilsner,884,0.05,40,411,American Pilsner,12,New England Brewing Company,Woodbridge, CT
Atlantic Amber Ale (2004),757,0.05,33,411,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
668 Neighbor of the Beast12 oz.,568,0.09,30,411,Belgian Pale Ale,12,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (12 oz.),320,0.088,85,411,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT
668 Neighbor of the Beast (16 oz.) (2010),43,0.09,30,411,Belgian Pale Ale,16,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (16 oz.) (2010),42,0.088,85,411,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT
Elm City Lager (2007),41,0.05,40,411,American Pilsner,12,New England Brewing Company,Woodbridge, CT
Atlantic Amber Ale (2007),40,0.05,33,411,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
Sea Hag IPA (Current),39,0.062,65,411,American IPA,12,New England Brewing Company,Woodbridge, CT
Rebirth Pale Ale,2272,0.05,41,175,American Pale Ale (APA),12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Irish Channel Stout,1582,0.068,41,175,American Stout,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
MechaHopzilla,1114,0.088,,175,American Double / Imperial IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Hopitoulas IPA,486,0.065,48,175,American IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
NOLA Brown Ale,485,0.039,,175,English Dark Mild Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
NOLA Blonde Ale,484,0.049,,175,American Blonde Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Skylight,2043,0.056,20,242,Dunkelweizen,12,New Republic Brewing Company,College Station, TX
Kadigan,2042,0.056,30,242,American Blonde Ale,12,New Republic Brewing Company,College Station, TX
Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX
Nut Brown Ale,646,0.054,30,519,English Brown Ale,12,New South Brewing Company,Myrtle Beach, SC
White Ale,165,0.046,16,519,Witbier,12,New South Brewing Company,Myrtle Beach, SC
Cream Ale,2050,0.042,35,239,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY
Green Head IPA,915,0.072,80,496,American IPA,12,Newburyport Brewing Company,Newburyport, MA
Plum Island Belgian White,914,0.054,,496,Witbier,12,Newburyport Brewing Company,Newburyport, MA
Newburyport Pale Ale,913,0.055,,496,American Pale Ale (APA),12,Newburyport Brewing Company,Newburyport, MA
Marblehead,1811,0.055,,306,American Amber / Red Ale,16,Night Shift Brewing,Everett, MA
Jam Session,1622,0.051,31,360,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC
Hop Drop 'N Roll IPA,1621,0.072,80,360,American IPA,16,NoDa Brewing Company,Charlotte, NC
Paleo IPA,1307,0.06,65,432,English India Pale Ale (IPA),12,North Country Brewing Company,Slippery Rock, PA
Buck Snort Stout,1306,0.061,66,432,American Stout,12,North Country Brewing Company,Slippery Rock, PA
Station 33 Firehouse Red,1305,0.055,,432,Irish Red Ale,12,North Country Brewing Company,Slippery Rock, PA
Slimy Pebble Pils,1304,0.045,,432,German Pilsener,12,North Country Brewing Company,Slippery Rock, PA
Get Together,2692,0.045,50,1,American IPA,16,NorthGate Brewing ,Minneapolis, MN
Maggie's Leap,2691,0.049,26,1,Milk / Sweet Stout,16,NorthGate Brewing ,Minneapolis, MN
Wall's End,2690,0.048,19,1,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN
Pumpion,2689,0.06,38,1,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN
Stronghold,2688,0.06,25,1,American Porter,16,NorthGate Brewing ,Minneapolis, MN
Parapet ESB,2687,0.056,47,1,Extra Special / Strong Bitter (ESB),16,NorthGate Brewing ,Minneapolis, MN
Blue Boots IPA,1854,0.069,,294,American IPA,16,Northampton Brewery,Northamtpon, MA
Hoppy Bitch IPA,1227,0.063,80,451,American IPA,16,Northwest Brewing Company,Pacific, WA
Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA
Walter's Premium Pilsener Beer,541,0.045,20,530,German Pilsener,12,Northwoods Brewpub,Eau Claire, WI
Floppin' Crappie,109,0.045,25,530,American Pale Wheat Ale,12,Northwoods Brewpub,Eau Claire, WI
Left of the Dial IPA,1917,0.043,,272,American IPA,12,Notch Brewing Company,Ipswich, MA
Notch Session Pils,1190,0.04,,272,Czech Pilsener,12,Notch Brewing Company,Ipswich, MA
O'Fallon Pumpkin Beer,1264,0.055,11,443,Pumpkin Ale,12,O'Fallon Brewery,O'Fallon, MO
5 Day IPA,1258,0.061,66,443,American IPA,12,O'Fallon Brewery,O'Fallon, MO
O'Fallon Wheach,128,0.051,7,443,Fruit / Vegetable Beer,12,O'Fallon Brewery,O'Fallon, MO
Watershed IPA,2331,0.067,70,151,American IPA,12,Oakshire Brewing,Eugene, OR
Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR
Overcast Espresso Stout,1668,0.058,27,151,American Stout,12,Oakshire Brewing,Eugene, OR
Watershed IPA (2013),999,0.067,70,151,American IPA,12,Oakshire Brewing,Eugene, OR
Lake Monster,2247,0.082,25,185,Baltic Porter,16,Oasis Texas Brewing Company,Austin, TX
London Homesick Ale,2071,0.049,27,185,English Bitter,12,Oasis Texas Brewing Company,Austin, TX
Luchesa Lager,2070,0.048,35,185,Keller Bier / Zwickel Bier,12,Oasis Texas Brewing Company,Austin, TX
Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX
Occidental Hefeweizen,2192,0.047,20,201,American Pale Wheat Ale,16,Occidental Brewing Company,Portland, OR
Occidental Dunkel,1130,0.051,,201,Dunkelweizen,16,Occidental Brewing Company,Portland, OR
Occidental Altbier,1129,0.05,,201,Altbier,16,Occidental Brewing Company,Portland, OR
Occidental Kölsch,1081,0.045,,201,Kölsch,16,Occidental Brewing Company,Portland, OR
Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO
Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO
Psycho Penguin Vanilla Porter,2333,0.054,36,149,American Porter,12,Odyssey Beerwerks,Arvada, CO
Heliocentric Hefeweizen,1721,0.047,11,149,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO
Ghose Drifter Pale Ale,1720,0.051,55,149,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO
Ghost Rider Pale Ale (2013),1431,0.051,55,149,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO
Helios Hefeweizen (2013),1430,0.047,28,149,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO
The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA
33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA
Winter Games Select #32 Stout,601,0.057,26,472,American Stout,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Beach Golden Rye Ale,600,0.05,23,472,Rye Beer,16,Okoboji Brewing Company,Spirit Lake, IA
Hopsmith Pale Lager,1828,0.06,40,302,American Pale Lager,16,Old Forge Brewing Company,Danville, PA
Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16,Old Forge Brewing Company,Danville, PA
Resolution Rye Stout,1486,0.068,60,302,American Stout,16,Old Forge Brewing Company,Danville, PA
Plowshare Porter,1485,0.055,,302,American Porter,16,Old Forge Brewing Company,Danville, PA
Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA
Endless Sun Ale,1381,0.045,,302,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
Celestial Blonde Ale,900,0.065,25,302,American Blonde Ale,16,Old Forge Brewing Company,Danville, PA
Overbite IPA,891,0.075,75,302,American IPA,16,Old Forge Brewing Company,Danville, PA
T-Rail Pale Ale,509,0.055,45,302,American Pale Ale (APA),16,Old Forge Brewing Company,Danville, PA
Endless Summer Ale (2011),508,0.048,,302,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
Clem's Gold,1530,0.053,29,391,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
Lizzy's Red,1529,0.055,,391,American Amber / Red Lager,16,Orlison Brewing Company,Airway Heights, WA
Orlison India Pale Lager,1528,0.067,53,391,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
BrÃƒÂ¼nette,1527,0.042,19,391,Euro Dark Lager,16,Orlison Brewing Company,Airway Heights, WA
HavanÃƒÂ¼ther,1526,0.041,,391,Light Lager,16,Orlison Brewing Company,Airway Heights, WA
Lyric Ale,2113,0.065,,217,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA
Atalanta,2112,0.053,20,217,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA
Pinner Throwback IPA,2302,0.049,35,167,American IPA,12,Oskar Blues Brewery,Longmont, CO
Centennial State Pale Ale,1883,0.052,65,167,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
Old Chub NITRO,1859,0.08,30,167,Scotch Ale / Wee Heavy,16,Oskar Blues Brewery,Longmont, CO
The CROWLERÃ¢â€žÂ¢,1796,,,167,,32,Oskar Blues Brewery,Longmont, CO
CAN'D AID Foundation,1790,,,167,,12,Oskar Blues Brewery,Longmont, CO
Icey.P.A.,1752,0.06,,167,American IPA,16,Oskar Blues Brewery,Longmont, CO
One Nut Brown,1751,0.05,,167,English Brown Ale,12,Oskar Blues Brewery,Longmont, CO
Birth IPA,1750,,,167,American IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Mama's Little Yella Pils,1167,0.053,35,167,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO
oSKAr the G'Rauch,993,0.085,,167,American IPA,19.2,Oskar Blues Brewery,Longmont, CO
oSKAr the G'Rauch,992,0.085,,167,American IPA,16,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
The Deuce,933,0.07,69,167,American Brown Ale,16,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Gordon Imperial Red (2010),806,0.087,85,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (16 oz.),726,0.087,85,167,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
15th Anniversary Abbey Ale (2012),720,0.09,,167,Belgian Dark Ale,16,Oskar Blues Brewery,Longmont, CO
Chaka,661,0.08,22,167,Belgian Strong Pale Ale,16,Oskar Blues Brewery,Longmont, CO
HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO
Deviant Dale's IPA,565,0.08,85,167,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
One Hit Wonder,391,0.09,60,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (12 oz.),388,0.087,85,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Ten Fidy Imperial Stout,8,0.099,98,167,Russian Imperial Stout,12,Oskar Blues Brewery,Longmont, CO
Mama's Little Yella Pils,7,0.053,35,167,Czech Pilsener,12,Oskar Blues Brewery,Longmont, CO
GUBNA Imperial IPA,6,0.099,100,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Old Chub,5,0.08,35,167,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO
Gordon Ale (2009),4,0.087,85,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Gordon (2005),805,0.092,85,504,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2008),804,0.095,98,504,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2007),803,0.099,98,504,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2008),787,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2004),786,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2003),785,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2008),745,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2006),744,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2004),743,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2003),742,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2002),741,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Leroy (2005),734,0.052,,504,American Brown Ale,12,Oskar Blues Brewery,Lyons, CO
Gordon Beer (2006),733,0.087,60,504,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
G'KNIGHT,1533,0.087,85,390,American Double / Imperial IPA,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Ten Fidy,1532,0.099,98,390,Russian Imperial Stout,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Deviant Dale's IPA,1328,0.08,85,390,American Double / Imperial IPA,16,Oskar Blues Brewery (North Carol...,Brevard, NC
Old Chub,1175,0.08,35,390,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Dale's Pale Ale,1166,0.065,65,390,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC
Dale's Pale Ale,1065,0.065,65,390,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC
Fresh Slice White IPA,1908,0.055,45,276,American White IPA,12,Otter Creek Brewing,Middlebury, VT
Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT
Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR
Hula Hoppie Session IPA,1684,0.048,43,342,American IPA,12,Palisade Brewing Company,Palisade, CO
Dirty Hippie Dark Wheat,927,0.053,,342,American Dark Wheat Ale,12,Palisade Brewing Company,Palisade, CO
Rustic Red,1268,0.052,23,442,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO
Stimulator Pale Ale,697,0.053,48,442,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO
Old Town Ale,696,0.045,22,442,Kölsch,16,Pateros Creek Brewing Company,Fort Collins, CO
Car 21,695,0.044,28,442,English Bitter,16,Pateros Creek Brewing Company,Fort Collins, CO
Cache La Porter,694,0.05,24,442,American Porter,16,Pateros Creek Brewing Company,Fort Collins, CO
Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Outlaw IPA,1048,0.062,65,308,American IPA,12,Payette Brewing Company,Garden City, ID
North Fork Lager,1043,0.044,19,308,American Pale Lager,12,Payette Brewing Company,Garden City, ID
Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Mutton Buster,775,0.055,25,308,American Brown Ale,12,Payette Brewing Company,Garden City, ID
Side Kick Kölsch,1087,0.05,,469,Kölsch,12,Peace Tree Brewing Company,Knoxville, IA
Fresh Cut Pilsner,1931,0.046,38,267,American Pilsner,12,Peak Organic Brewing Company,Portland, ME
Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME
Lobo Lito,2238,0.04,12,188,Light Lager,12,Pedernales Brewing Company,Fredericksburg, TX
Robert Earl Keen Honey Pils,2144,0.05,17,188,American Pilsner,12,Pedernales Brewing Company,Fredericksburg, TX
Mound Builder IPA,2175,0.065,77,206,American IPA,12,People's Brewing Company,Lafayette, IN
Amazon Princess IPA,2168,0.062,62,206,American IPA,12,People's Brewing Company,Lafayette, IN
Farmer's Daughter Wheat,1956,0.042,19,206,American Pale Wheat Ale,12,People's Brewing Company,Lafayette, IN
People's Pilsner,1794,0.045,42,206,German Pilsener,12,People's Brewing Company,Lafayette, IN
Hotbox Brown,2633,0.055,10,14,American Brown Ale,12,Perrin Brewing Company,Comstock Park, MI
Gold,2632,0.048,15,14,American Blonde Ale,12,Perrin Brewing Company,Comstock Park, MI
Black,2631,0.058,,14,American Black Ale,12,Perrin Brewing Company,Comstock Park, MI
98 Problems (Cuz A Hop Ain't One),2630,0.065,65,14,American IPA,12,Perrin Brewing Company,Comstock Park, MI
VeteranÃ¢â‚¬â„¢s Pale Ale (VPA),2629,0.05,40,14,American Pale Ale (APA),12,Perrin Brewing Company,Comstock Park, MI
Grapefruit IPA,2628,0.05,35,14,American IPA,12,Perrin Brewing Company,Comstock Park, MI
Pete's ESP Lager (1998),1062,0.051,,471,American Pale Lager,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1995),1061,0.047,,471,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Bohemian Pilsner (1997),1060,0.049,,471,Czech Pilsener,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Pale Ale (1997),1056,,,471,American Pale Ale (APA),12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (2002),1055,0.047,,471,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1997),1054,0.047,,471,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Pete's Wicked Summer Brew (1996),1053,0.047,,471,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
Sparkle,2635,0.041,12,12,American Pale Lager,16,Petoskey Brewing,Petoskey, MI
North 45 Amber Ale,1404,0.059,25,12,American Amber / Red Ale,16,Petoskey Brewing,Petoskey, MI
Horny Monk,1403,0.069,20,12,Dubbel,16,Petoskey Brewing,Petoskey, MI
Mind's Eye PA,1402,0.067,74,12,American IPA,16,Petoskey Brewing,Petoskey, MI
Camelback,2312,0.061,60,158,American IPA,12,Phoenix Ale Brewery,Phoenix, AZ
Local 5 Pale Ale,1636,0.056,33,356,American Pale Ale (APA),16,Pikes Peak Brewing Company,Monument, CO
Devils Head Red Ale,1518,0.073,38,356,American Amber / Red Ale,16,Pikes Peak Brewing Company,Monument, CO
Elephant Rock IPA,1384,0.07,75,356,American IPA,12,Pikes Peak Brewing Company,Monument, CO
Black Bay Milk Stout,1797,0.05,,311,Milk / Sweet Stout,12,Pine Street Brewery,San Francisco, CA
Atom Splitter Pale Ale,1437,0.05,12,311,American Pale Ale (APA),12,Pine Street Brewery,San Francisco, CA
Hot Date Ale,1791,0.06,20,315,Chile Beer,16,Piney River Brewing Company,Bucryus, MO
Masked Bandit IPA,1540,0.07,70,315,American Black Ale,16,Piney River Brewing Company,Bucryus, MO
Sweet Potato Ale,1491,0.06,24,315,Fruit / Vegetable Beer,16,Piney River Brewing Company,Bucryus, MO
Float Trip Ale,1335,0.045,18,315,American Blonde Ale,16,Piney River Brewing Company,Bucryus, MO
